compound_sequence,pit_laps,total_time
"('SOFT', 'SOFT', 'SOFT')","[15, 24]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[15, 25]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[15, 26]",93.46304
"('SOFT', 'SOFT', 'SOFT')","[15, 27]",93.49804
"('SOFT', 'SOFT', 'SOFT')","[15, 28]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[15, 29]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[15, 30]",93.603035
"('SOFT', 'SOFT', 'SOFT')","[15, 31]",93.63804
"('SOFT', 'SOFT', 'SOFT')","[15, 32]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[15, 33]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[15, 34]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[15, 35]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[15, 36]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[15, 37]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[15, 38]",93.88303
"('SOFT', 'SOFT', 'SOFT')","[15, 39]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[15, 40]",93.95305
"('SOFT', 'SOFT', 'SOFT')","[15, 41]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[15, 42]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[15, 43]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[15, 44]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[15, 45]",94.128044
"('SOFT', 'SOFT', 'SOFT')","[15, 46]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[16, 17]",93.18304
"('SOFT', 'SOFT', 'SOFT')","[16, 18]",93.21803
"('SOFT', 'SOFT', 'SOFT')","[16, 19]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[16, 20]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[16, 21]",93.323044
"('SOFT', 'SOFT', 'SOFT')","[16, 22]",93.35804
"('SOFT', 'SOFT', 'SOFT')","[16, 23]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[16, 24]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[16, 25]",93.46304
"('SOFT', 'SOFT', 'SOFT')","[16, 26]",93.49804
"('SOFT', 'SOFT', 'SOFT')","[16, 27]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[16, 28]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[16, 29]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[16, 30]",93.63804
"('SOFT', 'SOFT', 'SOFT')","[16, 31]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[16, 32]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[16, 33]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[16, 34]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[16, 35]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[16, 36]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[16, 37]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[16, 38]",93.91804
"('SOFT', 'SOFT', 'SOFT')","[16, 39]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[16, 40]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[16, 41]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[16, 42]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[16, 43]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[16, 44]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[16, 45]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[16, 46]",94.19804
"('SOFT', 'SOFT', 'SOFT')","[17, 18]",93.25304
"('SOFT', 'SOFT', 'SOFT')","[17, 19]",93.28804
"('SOFT', 'SOFT', 'SOFT')","[17, 20]",93.323044
"('SOFT', 'SOFT', 'SOFT')","[17, 21]",93.35805
"('SOFT', 'SOFT', 'SOFT')","[17, 22]",93.39304
"('SOFT', 'SOFT', 'SOFT')","[17, 23]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[17, 24]",93.46304
"('SOFT', 'SOFT', 'SOFT')","[17, 25]",93.49803
"('SOFT', 'SOFT', 'SOFT')","[17, 26]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[17, 27]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[17, 28]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[17, 29]",93.63805
"('SOFT', 'SOFT', 'SOFT')","[17, 30]",93.67304
"('SOFT', 'SOFT', 'SOFT')","[17, 31]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[17, 32]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[17, 33]",93.77803
"('SOFT', 'SOFT', 'SOFT')","[17, 34]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[17, 35]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[17, 36]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[17, 37]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[17, 38]",93.95304
"('SOFT', 'SOFT', 'SOFT')","[17, 39]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[17, 40]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[17, 41]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[17, 42]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[17, 43]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[17, 44]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[17, 45]",94.19804
"('SOFT', 'SOFT', 'SOFT')","[17, 46]",94.23304
"('SOFT', 'SOFT', 'SOFT')","[18, 19]",93.32304
"('SOFT', 'SOFT', 'SOFT')","[18, 20]",93.35803
"('SOFT', 'SOFT', 'SOFT')","[18, 21]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[18, 22]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[18, 23]",93.463036
"('SOFT', 'SOFT', 'SOFT')","[18, 24]",93.49803
"('SOFT', 'SOFT', 'SOFT')","[18, 25]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[18, 26]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[18, 27]",93.603035
"('SOFT', 'SOFT', 'SOFT')","[18, 28]",93.63803
"('SOFT', 'SOFT', 'SOFT')","[18, 29]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[18, 30]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[18, 31]",93.743034
"('SOFT', 'SOFT', 'SOFT')","[18, 32]",93.77803
"('SOFT', 'SOFT', 'SOFT')","[18, 33]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[18, 34]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[18, 35]",93.88303
"('SOFT', 'SOFT', 'SOFT')","[18, 36]",93.91803
"('SOFT', 'SOFT', 'SOFT')","[18, 37]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[18, 38]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[18, 39]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[18, 40]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[18, 41]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[18, 42]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[18, 43]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[18, 44]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[18, 45]",94.23304
"('SOFT', 'SOFT', 'SOFT')","[18, 46]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[19, 20]",93.393036
"('SOFT', 'SOFT', 'SOFT')","[19, 21]",93.42804
"('SOFT', 'SOFT', 'SOFT')","[19, 22]",93.463036
"('SOFT', 'SOFT', 'SOFT')","[19, 23]",93.49804
"('SOFT', 'SOFT', 'SOFT')","[19, 24]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[19, 25]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[19, 26]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[19, 27]",93.63804
"('SOFT', 'SOFT', 'SOFT')","[19, 28]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[19, 29]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[19, 30]",93.743034
"('SOFT', 'SOFT', 'SOFT')","[19, 31]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[19, 32]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[19, 33]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[19, 34]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[19, 35]",93.91804
"('SOFT', 'SOFT', 'SOFT')","[19, 36]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[19, 37]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[19, 38]",94.02303
"('SOFT', 'SOFT', 'SOFT')","[19, 39]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[19, 40]",94.09305
"('SOFT', 'SOFT', 'SOFT')","[19, 41]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[19, 42]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[19, 43]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[19, 44]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[19, 45]",94.26804
"('SOFT', 'SOFT', 'SOFT')","[19, 46]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[20, 21]",93.46304
"('SOFT', 'SOFT', 'SOFT')","[20, 22]",93.49804
"('SOFT', 'SOFT', 'SOFT')","[20, 23]",93.533035
"('SOFT', 'SOFT', 'SOFT')","[20, 24]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[20, 25]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[20, 26]",93.63804
"('SOFT', 'SOFT', 'SOFT')","[20, 27]",93.67304
"('SOFT', 'SOFT', 'SOFT')","[20, 28]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[20, 29]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[20, 30]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[20, 31]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[20, 32]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[20, 33]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[20, 34]",93.91804
"('SOFT', 'SOFT', 'SOFT')","[20, 35]",93.95304
"('SOFT', 'SOFT', 'SOFT')","[20, 36]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[20, 37]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[20, 38]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[20, 39]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[20, 40]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[20, 41]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[20, 42]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[20, 43]",94.23305
"('SOFT', 'SOFT', 'SOFT')","[20, 44]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[20, 45]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[20, 46]",94.338036
"('SOFT', 'SOFT', 'SOFT')","[21, 22]",93.53304
"('SOFT', 'SOFT', 'SOFT')","[21, 23]",93.56804
"('SOFT', 'SOFT', 'SOFT')","[21, 24]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[21, 25]",93.63803
"('SOFT', 'SOFT', 'SOFT')","[21, 26]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[21, 27]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[21, 28]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[21, 29]",93.778046
"('SOFT', 'SOFT', 'SOFT')","[21, 30]",93.81304
"('SOFT', 'SOFT', 'SOFT')","[21, 31]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[21, 32]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[21, 33]",93.91803
"('SOFT', 'SOFT', 'SOFT')","[21, 34]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[21, 35]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[21, 36]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[21, 37]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[21, 38]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[21, 39]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[21, 40]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[21, 41]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[21, 42]",94.23304
"('SOFT', 'SOFT', 'SOFT')","[21, 43]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[21, 44]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[21, 45]",94.338036
"('SOFT', 'SOFT', 'SOFT')","[21, 46]",94.37304
"('SOFT', 'SOFT', 'SOFT')","[22, 23]",93.60304
"('SOFT', 'SOFT', 'SOFT')","[22, 24]",93.63803
"('SOFT', 'SOFT', 'SOFT')","[22, 25]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[22, 26]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[22, 27]",93.743034
"('SOFT', 'SOFT', 'SOFT')","[22, 28]",93.778046
"('SOFT', 'SOFT', 'SOFT')","[22, 29]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[22, 30]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[22, 31]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[22, 32]",93.91803
"('SOFT', 'SOFT', 'SOFT')","[22, 33]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[22, 34]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[22, 35]",94.02303
"('SOFT', 'SOFT', 'SOFT')","[22, 36]",94.058044
"('SOFT', 'SOFT', 'SOFT')","[22, 37]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[22, 38]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[22, 39]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[22, 40]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[22, 41]",94.23304
"('SOFT', 'SOFT', 'SOFT')","[22, 42]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[22, 43]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[22, 44]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[22, 45]",94.37304
"('SOFT', 'SOFT', 'SOFT')","[22, 46]",94.40804
"('SOFT', 'SOFT', 'SOFT')","[23, 24]",93.673035
"('SOFT', 'SOFT', 'SOFT')","[23, 25]",93.70804
"('SOFT', 'SOFT', 'SOFT')","[23, 26]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[23, 27]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[23, 28]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[23, 29]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[23, 30]",93.88303
"('SOFT', 'SOFT', 'SOFT')","[23, 31]",93.91804
"('SOFT', 'SOFT', 'SOFT')","[23, 32]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[23, 33]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[23, 34]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[23, 35]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[23, 36]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[23, 37]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[23, 38]",94.16303
"('SOFT', 'SOFT', 'SOFT')","[23, 39]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[23, 40]",94.23305
"('SOFT', 'SOFT', 'SOFT')","[23, 41]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[23, 42]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[23, 43]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[23, 44]",94.37303
"('SOFT', 'SOFT', 'SOFT')","[23, 45]",94.40804
"('SOFT', 'SOFT', 'SOFT')","[23, 46]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[24, 25]",93.74304
"('SOFT', 'SOFT', 'SOFT')","[24, 26]",93.77804
"('SOFT', 'SOFT', 'SOFT')","[24, 27]",93.81304
"('SOFT', 'SOFT', 'SOFT')","[24, 28]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[24, 29]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[24, 30]",93.91804
"('SOFT', 'SOFT', 'SOFT')","[24, 31]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[24, 32]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[24, 33]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[24, 34]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[24, 35]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[24, 36]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[24, 37]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[24, 38]",94.19804
"('SOFT', 'SOFT', 'SOFT')","[24, 39]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[24, 40]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[24, 41]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[24, 42]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[24, 43]",94.37305
"('SOFT', 'SOFT', 'SOFT')","[24, 44]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[24, 45]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[24, 46]",94.478035
"('SOFT', 'SOFT', 'SOFT')","[25, 26]",93.813034
"('SOFT', 'SOFT', 'SOFT')","[25, 27]",93.84804
"('SOFT', 'SOFT', 'SOFT')","[25, 28]",93.88304
"('SOFT', 'SOFT', 'SOFT')","[25, 29]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[25, 30]",93.95304
"('SOFT', 'SOFT', 'SOFT')","[25, 31]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[25, 32]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[25, 33]",94.05803
"('SOFT', 'SOFT', 'SOFT')","[25, 34]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[25, 35]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[25, 36]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[25, 37]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[25, 38]",94.23304
"('SOFT', 'SOFT', 'SOFT')","[25, 39]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[25, 40]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[25, 41]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[25, 42]",94.37304
"('SOFT', 'SOFT', 'SOFT')","[25, 43]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[25, 44]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[25, 45]",94.478035
"('SOFT', 'SOFT', 'SOFT')","[25, 46]",94.51304
"('SOFT', 'SOFT', 'SOFT')","[26, 27]",93.88303
"('SOFT', 'SOFT', 'SOFT')","[26, 28]",93.918045
"('SOFT', 'SOFT', 'SOFT')","[26, 29]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[26, 30]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[26, 31]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[26, 32]",94.05803
"('SOFT', 'SOFT', 'SOFT')","[26, 33]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[26, 34]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[26, 35]",94.16303
"('SOFT', 'SOFT', 'SOFT')","[26, 36]",94.198044
"('SOFT', 'SOFT', 'SOFT')","[26, 37]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[26, 38]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[26, 39]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[26, 40]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[26, 41]",94.37304
"('SOFT', 'SOFT', 'SOFT')","[26, 42]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[26, 43]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[26, 44]",94.47804
"('SOFT', 'SOFT', 'SOFT')","[26, 45]",94.51304
"('SOFT', 'SOFT', 'SOFT')","[26, 46]",94.54804
"('SOFT', 'SOFT', 'SOFT')","[27, 28]",93.95303
"('SOFT', 'SOFT', 'SOFT')","[27, 29]",93.98804
"('SOFT', 'SOFT', 'SOFT')","[27, 30]",94.02303
"('SOFT', 'SOFT', 'SOFT')","[27, 31]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[27, 32]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[27, 33]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[27, 34]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[27, 35]",94.19804
"('SOFT', 'SOFT', 'SOFT')","[27, 36]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[27, 37]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[27, 38]",94.30303
"('SOFT', 'SOFT', 'SOFT')","[27, 39]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[27, 40]",94.37305
"('SOFT', 'SOFT', 'SOFT')","[27, 41]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[27, 42]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[27, 43]",94.47804
"('SOFT', 'SOFT', 'SOFT')","[27, 44]",94.51303
"('SOFT', 'SOFT', 'SOFT')","[27, 45]",94.54804
"('SOFT', 'SOFT', 'SOFT')","[27, 46]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[28, 29]",94.02304
"('SOFT', 'SOFT', 'SOFT')","[28, 30]",94.05804
"('SOFT', 'SOFT', 'SOFT')","[28, 31]",94.09303
"('SOFT', 'SOFT', 'SOFT')","[28, 32]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[28, 33]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[28, 34]",94.19804
"('SOFT', 'SOFT', 'SOFT')","[28, 35]",94.23304
"('SOFT', 'SOFT', 'SOFT')","[28, 36]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[28, 37]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[28, 38]",94.338036
"('SOFT', 'SOFT', 'SOFT')","[28, 39]",94.37303
"('SOFT', 'SOFT', 'SOFT')","[28, 40]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[28, 41]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[28, 42]",94.47804
"('SOFT', 'SOFT', 'SOFT')","[28, 43]",94.51305
"('SOFT', 'SOFT', 'SOFT')","[28, 44]",94.548035
"('SOFT', 'SOFT', 'SOFT')","[28, 45]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[28, 46]",94.618034
"('SOFT', 'SOFT', 'SOFT')","[29, 30]",94.09304
"('SOFT', 'SOFT', 'SOFT')","[29, 31]",94.12804
"('SOFT', 'SOFT', 'SOFT')","[29, 32]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[29, 33]",94.19803
"('SOFT', 'SOFT', 'SOFT')","[29, 34]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[29, 35]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[29, 36]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[29, 37]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[29, 38]",94.37304
"('SOFT', 'SOFT', 'SOFT')","[29, 39]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[29, 40]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[29, 41]",94.47804
"('SOFT', 'SOFT', 'SOFT')","[29, 42]",94.51304
"('SOFT', 'SOFT', 'SOFT')","[29, 43]",94.548035
"('SOFT', 'SOFT', 'SOFT')","[29, 44]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[29, 45]",94.618034
"('SOFT', 'SOFT', 'SOFT')","[29, 46]",94.65304
"('SOFT', 'SOFT', 'SOFT')","[30, 31]",94.16304
"('SOFT', 'SOFT', 'SOFT')","[30, 32]",94.19803
"('SOFT', 'SOFT', 'SOFT')","[30, 33]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[30, 34]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[30, 35]",94.30303
"('SOFT', 'SOFT', 'SOFT')","[30, 36]",94.33804
"('SOFT', 'SOFT', 'SOFT')","[30, 37]",94.37303
"('SOFT', 'SOFT', 'SOFT')","[30, 38]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[30, 39]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[30, 40]",94.47804
"('SOFT', 'SOFT', 'SOFT')","[30, 41]",94.51304
"('SOFT', 'SOFT', 'SOFT')","[30, 42]",94.548035
"('SOFT', 'SOFT', 'SOFT')","[30, 43]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[30, 44]",94.61804
"('SOFT', 'SOFT', 'SOFT')","[30, 45]",94.65304
"('SOFT', 'SOFT', 'SOFT')","[30, 46]",94.68804
"('SOFT', 'SOFT', 'SOFT')","[31, 32]",94.23303
"('SOFT', 'SOFT', 'SOFT')","[31, 33]",94.268036
"('SOFT', 'SOFT', 'SOFT')","[31, 34]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[31, 35]",94.338036
"('SOFT', 'SOFT', 'SOFT')","[31, 36]",94.37303
"('SOFT', 'SOFT', 'SOFT')","[31, 37]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[31, 38]",94.44303
"('SOFT', 'SOFT', 'SOFT')","[31, 39]",94.47804
"('SOFT', 'SOFT', 'SOFT')","[31, 40]",94.51305
"('SOFT', 'SOFT', 'SOFT')","[31, 41]",94.548035
"('SOFT', 'SOFT', 'SOFT')","[31, 42]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[31, 43]",94.61804
"('SOFT', 'SOFT', 'SOFT')","[31, 44]",94.65303
"('SOFT', 'SOFT', 'SOFT')","[31, 45]",94.68804
"('SOFT', 'SOFT', 'SOFT')","[31, 46]",94.72304
"('SOFT', 'SOFT', 'SOFT')","[32, 33]",94.30304
"('SOFT', 'SOFT', 'SOFT')","[32, 34]",94.338036
"('SOFT', 'SOFT', 'SOFT')","[32, 35]",94.37304
"('SOFT', 'SOFT', 'SOFT')","[32, 36]",94.408035
"('SOFT', 'SOFT', 'SOFT')","[32, 37]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[32, 38]",94.478035
"('SOFT', 'SOFT', 'SOFT')","[32, 39]",94.51303
"('SOFT', 'SOFT', 'SOFT')","[32, 40]",94.548035
"('SOFT', 'SOFT', 'SOFT')","[32, 41]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[32, 42]",94.61804
"('SOFT', 'SOFT', 'SOFT')","[32, 43]",94.653046
"('SOFT', 'SOFT', 'SOFT')","[32, 44]",94.688034
"('SOFT', 'SOFT', 'SOFT')","[32, 45]",94.72304
"('SOFT', 'SOFT', 'SOFT')","[32, 46]",94.75803
"('SOFT', 'SOFT', 'SOFT')","[33, 34]",94.37303
"('SOFT', 'SOFT', 'SOFT')","[33, 35]",94.40803
"('SOFT', 'SOFT', 'SOFT')","[33, 36]",94.44304
"('SOFT', 'SOFT', 'SOFT')","[33, 37]",94.47803
"('SOFT', 'SOFT', 'SOFT')","[33, 38]",94.51303
"('SOFT', 'SOFT', 'SOFT')","[33, 39]",94.548035
"('SOFT', 'SOFT', 'SOFT')","[33, 40]",94.58304
"('SOFT', 'SOFT', 'SOFT')","[33, 41]",94.618034
"('SOFT', 'SOFT', 'SOFT')","[33, 42]",94.65303
"('SOFT', 'SOFT', 'SOFT')","[33, 43]",94.688034
"('SOFT', 'SOFT', 'SOFT')","[33, 44]",94.72304
"('SOFT', 'SOFT', 'SOFT')","[33, 45]",94.75803
"('SOFT', 'SOFT', 'SOFT')","[33, 46]",94.79304
"('SOFT', 'SOFT', 'SOFT')","[34, 35]",94.44303
